Reference Voltage,Reference Voltage std,Unknown Voltage,Unknown Voltage std,Current,Resistance
0.00983194867556449,0.0003700990042504786,0.9898115404292476,0.0004487426675809446,9.83194867556449e-05,10067.297675070691
0.011785174455610104,0.0003780560803779884,1.1879464649582514,0.0004492164969680602,0.00011785174455610104,10080.007465589553
0.01379454979696311,0.0003782307830529216,1.386279373489553,0.00045236558990723947,0.0001379454979696311,10049.47166738812
0.01577114418055862,0.00036026540064316146,1.5845055004851893,0.0004463757796095918,0.0001577114418055862,10046.864592351127
0.017732808622997254,0.00038199965509198906,1.7831840696106664,0.0004648085263715701,0.00017732808622997252,10055.846806456242
0.019673051845515148,0.00036750702008976784,1.981178457954433,0.00045199107351230334,0.00019673051845515147,10070.519172682812
0.021641856694594026,0.00035763797258897974,2.1792796278338646,0.0004448195023126373,0.00021641856694594027,10069.744285748979
0.023648310960503294,0.000338121683663225,2.37748076340626,0.00046651818706778983,0.00023648310960503293,10053.490785777714
0.02552786072657909,0.0003672387901675754,2.5756747585720148,0.0004432949893986705,0.00025527860726579093,10089.661590366928
0.02753399042855017,0.0003777732897414784,2.7738424640587764,0.00043615462411849664,0.00027533990428550166,10074.247941855032
0.029505716353072784,0.00036492060906183,2.9719459058857756,0.00046122927534902707,0.00029505716353072785,10072.441117249035
0.031495293294196015,0.0003494572971655618,3.170148339713924,0.000474633955843245,0.00031495293294196014,10065.466957560044
0.03347513331717346,0.00039155035878657896,3.367999919924885,0.000410762265071892,0.0003347513331717346,10061.199422309779
0.03540758700517472,0.00037406656422089786,3.5660666860268684,0.00044364689938012426,0.0003540758700517472,10071.476165562193
0.03738418138877023,0.0003706399496768404,3.7642240054676077,0.0004684529491128322,0.00037384181388770227,10069.028839557088
0.039355582749354655,0.0003696919200524539,3.962701020387467,0.00043353094957607,0.0003935558274935465,10068.967967327193
0.041314975244225935,0.0003886804757560378,4.161000823397073,0.0004464616408320127,0.00041314975244225935,10071.410665987516
0.043249051751918156,0.00036203346517350306,4.359096151125617,0.0004857263526787133,0.0004324905175191816,10079.056012903877
0.045195786253199914,0.00036354720176516814,4.5572797602453505,0.0004055465410119436,0.0004519578625319991,10083.417367084061
0.04717238063679542,0.00035434637782880867,4.7551157613872785,0.0004422452092851795,0.00047172380636795424,10080.296345438608
0.04911943970201537,0.0003951982285275871,4.953059517756687,0.00044534640311861087,0.0004911943970201537,10083.70524542743
0.05102495458314661,0.0003716706837499238,5.151197687925072,0.0004776683651140433,0.0005102495458314661,10095.44786469344
0.05294118007423822,0.0003611492739877535,5.349344296755851,0.0004306550815329714,0.0005294118007423822,10104.316317193132
0.054928160503855905,0.00035335224886911426,5.5473205095190785,0.00042384326580263953,0.0005492816050385591,10099.228626324855
0.05689858817262575,0.0003688754033971933,5.745210063710808,0.0004667952178337799,0.0005689858817262575,10097.280527032239
0.0588268225294305,0.0003644753401133815,5.9431194163027685,0.0005116512560325028,0.000588268225294305,10102.73742616216
0.06080893449997529,0.00036024666779769203,6.141371183849522,0.00042035583524103684,0.000608089344999753,10099.45534212907
0.06278163411631249,0.0003551568090950495,6.339448011433589,0.000443009451764578,0.0006278163411631249,10097.615490047297
0.06480756221851335,0.0003930685950980519,6.537576444683829,0.00046243539448999354,0.0006480756221851334,10087.675297276131
0.06675721779523883,0.0003772664715603023,6.735804194499156,0.0004329953938849397,0.0006675721779523882,10090.00137656959
0.06871953136555385,0.00037791771100489127,6.933822276010411,0.000436715763822206,0.0006871953136555385,10090.031375688395
0.07074578403169289,0.0003602888153303189,7.132169140791055,0.0004878699628107948,0.0007074578403169289,10081.405186768396
0.07268472899845801,0.0003718359088950961,7.330082712714211,0.0004572736115425987,0.0007268472899845802,10084.763077082831
0.07467398137564306,0.0003815598081132269,7.5280488639953544,0.0004171185387089461,0.0007467398137564306,10081.220694696789
0.07663726863777265,0.0003783339215226868,7.726256815410452,0.0004361378210835847,0.0007663726863777264,10081.592093174324
0.07859244180144742,0.00035482947090681005,7.92439628383459,0.0004683088650881291,0.0007859244180144742,10082.89868872435
0.08060376452642959,0.0003695595496710888,8.122604235249687,0.00042742165667893626,0.0008060376452642959,10077.202079794082
0.0825618587655481,0.00038217131342328667,8.320517158044968,0.00043011226757615103,0.000825618587655481,10077.918887064838
0.08452871623099782,0.0003647791360700668,8.518972751744906,0.0005120133344920821,0.0008452871623099782,10078.199612619794
0.08648096831922886,0.00037938474924617685,8.716641927022604,0.0004557370802359944,0.0008648096831922886,10079.260323319573
