Reference Voltage,Reference Voltage std,Unknown Voltage,Unknown Voltage std,Current,Resistance
0.0098780367547879,0.0003844451331726542,0.9898673654266168,0.00042536671899474785,9.8780367547879e-05,10020.89170144894
0.011838078377535567,0.0003586313945042678,1.1880506499824115,0.000436824405051123,0.00011838078377535567,10035.840379608451
0.013830251830164344,0.0003663373713263186,1.3863894006646005,0.00044576198730617977,0.00013830251830164344,10024.325064282839
0.015807819905574432,0.0003503059821880552,1.5846366243162193,0.0004427171800186781,0.00015807819905574433,10024.384347631749
0.017782466905540785,0.00037773351187167173,1.7832710527461022,0.00048088627391766094,0.00017782466905540785,10028.254584803744
0.019727578587131575,0.00037195612962692974,1.9812732306243852,0.00043106440368547203,0.00019727578587131576,10043.164810489121
0.021695734308334068,0.00036317066571327184,2.1793620670741656,0.0004313753265395715,0.00021695734308334067,10045.117791827855
0.02368401299370453,0.00032940506465941287,2.3775677465416956,0.0004643613939927104,0.0002368401299370453,10038.703099739387
0.02559861566510517,0.00037886964980353904,2.575806206966983,0.00043791559560841685,0.0002559861566510517,10062.287119995324
0.027574560920824297,0.0003803984414909335,2.7739602807683403,0.000438714301415283,0.00027574560920824297,10059.852951904835
0.02958588364580646,0.00035541383427221854,2.9720608015198957,0.0004686104902886354,0.0002958588364580646,10045.536706290532
0.03155306567519438,0.00035292823879776343,3.1702200683442645,0.00048281019718964154,0.0003155306567519438,10047.264823577985
0.03353128287848085,0.0003983829793718276,3.3681313683198533,0.0004086847114936362,0.0003353128287848085,10044.74353255776
0.03546146461891476,0.00038854412593781947,3.566181906224927,0.00043379307094216444,0.0003546146461891476,10056.499201453636
0.03743156772374641,0.0003819144872477902,3.7643535064789466,0.00045187161075343086,0.0003743156772374641,10056.627962421298
0.03941043405490927,0.0003584831744298832,3.962778591168695,0.00044510008829539094,0.0003941043405490927,10055.150840631404
0.04138313367124647,0.00037467059865527245,4.161127403332968,0.00045374287268304386,0.0004138313367124647,10055.128827095501
0.043312990847742185,0.0003748861195120046,4.359162037605071,0.0004915030064884627,0.00043312990847742185,10064.329320800769
0.04523960238485597,0.00036092219065925706,4.557406015617307,0.00042976890367663365,0.0004523960238485597,10073.930307448736
0.04721132830937859,0.0003676772710384842,4.755255973008578,0.0004432854744407847,0.0004721132830937859,10072.277445462047
0.049200580686563626,0.00037147274236352815,4.953307809169404,0.0004489949691112196,0.0004920058068656363,10067.579975782932
0.05107753394113388,0.0003620917132224979,5.151390478904359,0.00046010411109180754,0.0005107753394113388,10085.433029795962
0.05302297018666286,0.00036537687948352994,5.349547798345098,0.00043964205236311294,0.0005302297018666286,10089.11379259304
0.054978143350337634,0.0003631931672680289,5.547469159802771,0.00045482083074327293,0.0005497814335033764,10090.31739113595
0.056978755465359424,0.0003700100997218343,5.745380784342299,0.0004810770068975399,0.0005697875546535942,10083.37359673508
0.05889530552038923,0.00036833988234405033,5.943301172108157,0.0004877381008619851,0.0005889530552038923,10091.298652064244
0.0608735227236757,0.00038179187846083807,6.141566895904252,0.00042551543128888233,0.000608735227236757,10089.061091113093
0.06282999414310325,0.00035136155491128696,6.339572319421917,0.0004378274563440984,0.0006282999414310325,10090.041238875081
0.06488156279642135,0.0003848334605121138,6.537724121275708,0.00046649863504613604,0.0006488156279642135,10076.397422468232
0.06684939395368565,0.0003620719099372212,6.736008994344156,0.00042681445363913653,0.0006684939395368566,10076.395006678704
0.068805540809175,0.0003773375984273529,6.93405044445896,0.00046092281994989667,0.00068805540809175,10077.750080752692
0.07080323184875306,0.00036537110746915285,7.132375238891807,0.0004849797429794382,0.0007080323184875307,10073.516494455638
0.0727876157668652,0.0003751643407974328,7.33026966154261,0.00042007077045328004,0.0007278761576686519,10070.764901849607
0.07472071858274285,0.0003835290298277387,7.528230619800743,0.00042144425362961204,0.0007472071858274285,10075.15821928863
0.07671678680262994,0.00037941031910698167,7.7264242904025595,0.00044514332167014663,0.0007671678680262994,10071.360666186933
0.07865021418244578,0.00037256117993339857,7.924600109987776,0.00043299441976542334,0.0007865021418244578,10075.751467891738
0.0806732212092029,0.0003669664850063364,8.122812929861945,0.0004437235454331577,0.0008067322120920289,10068.784669943643
0.08262547329743393,0.00036774795867076064,8.32070378230943,0.0004260942946247287,0.0008262547329743393,10070.385621098576
0.08458097102504689,0.00036372235032434714,8.519181770921103,0.0004642599916897597,0.0008458097102504689,10072.220344217052
0.08654036351991817,0.00036879764093087703,8.716778243876645,0.00043103688299882975,0.0008654036351991817,10072.500148292522
